BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,APPDATE,CITY,STATE,DIVISION,REGION
0,10400,16000.02,20000,DebtCon,,39.2,0,1,,,0,172.254167,21288,port  saint  lucie,Alabama,East South Central,South
1,75200,,,DebtCon,ProfExe,11.9,0,5,142.197427,3,0,,22911,winston-salem,Massachusetts,New England,Northeast
0,1000,89500,20000,,Mgr,31.7,2,2,485.501382,1,55,32.603691,20467,raleigh (research triangle),Minnesota,West North Central,Midwest
0,100,14750,855909,DebtCon,Office,25.2,0,0,643.366159,2,,40,21777,winston-salem,Tennessee,East South Central,South
0,100,280500,855909,HomeImp,Other,20.9,10,0,373.009886,1,0,10.370339,21765,winston-salem,Ohio,East North Central,Midwest
0,26400,279000,,DebtCon,,26.3,2,1,135.301234,5,0,,22044,st. petersburg,Arizona,Mountain,West
0,1000,245750,27000,DebtCon,ProfExe,15.6,2,0,515.449246,17,0,,22678,raleigh (research triangle),Tennessee,East South Central,South
0,100,269750,388000,DebtCon,Mgr,8.4,1,5,889.508313,5,60,,21305,wilkes-barre/scranton,Florida,South Atlantic,South
0,100,513545.4,855909,DebtCon,Other,29.7,3,4,190.919721,5,53,29.999999,20192,winston-salem,Massachusetts,New England,Northeast
0,14100,60000,100000,HomeImp,Other,27.8,1,1,504.455509,1,19,30,21263,st. petersburg,Pennsylvania,Middle Atlantic,Northeast
0,100,285250,20000,DebtCon,ProfExe,39.9,2,0,911.431503,,50,29.999999,22301,springfield,Ohio,East North Central,Midwest
0,100,73199.91,91500,HomeImp,Mgr,35.3,0,4,813.710988,1,0,78.716793,21247,springfield,Arizona,Mountain,West
0,20500,38000,175500,HomeImp,Office,27.5,0,2,1059.219325,3,47,,20631,coeur d'alene,Texas,West South Central,South
0,1000,70799.91,88500,DebtCon,Self,14.2,,0,905.513914,3,0,50.000001,21585,dallas/fort worth,Connecticut,New England,Northeast
0,100,230000,20000,DebtCon,Mgr,30.6,0,5,748.860065,5,0,92.677913,22838,springfield,Florida,South Atlantic,South
0,78500,16000.02,20000,HomeImp,Sales,29.8,4,0,539.000692,1,0,50.000001,20124,new york-city,Missouri,West North Central,Midwest
0,100,242500,855909,DebtCon,Other,20.5,0,0,,17,0,50,22092,springfield,New York,Middle Atlantic,Northeast
0,100,131750,20000,HomeImp,ProfExe,31.8,,15,119.979933,1,0,,22476,coeur d'alene,Maryland,South Atlantic,South
0,100,513545.4,855909,DebtCon,Other,34.1,10,15,636.161102,1,0,31.7481,21923,springfield,Wisconsin,East North Central,Midwest
0,44700,0,855909,DebtCon,Other,17.9,,3,402.027833,0,10,,22404,raleigh (research triangle),Alabama,East South Central,South
0,1000,297250,,DebtCon,Office,23,3,4,779.883877,5,20,,20633,raleigh (research triangle),Oregon,Pacific,West
1,1000,1762500.35,352500,HomeImp,Other,,0,2,658.559311,3,55,105.601598,20914,coeur d'alene,California,Pacific,West
0,100,122750,74000,DebtCon,Other,31.8,0,1,1134.039594,2,5,64.576171,22925,springfield,New York,Middle Atlantic,Northeast
0,100,223500,110500,DebtCon,ProfExe,23.4,1,1,474.977161,1,0,50.000001,20920,port  saint  lucie,Colorado,Mountain,West
0,100,121750,20000,DebtCon,Office,22.2,2,0,636.004497,1,0,118.825774,22368,new york-city,Illinois,East North Central,Midwest
0,1000,314999.94,,DebtCon,Office,29.3,1,4,,3,50,184.158063,22516,port  saint  lucie,Oregon,Pacific,West
0,100,,20000,HomeImp,Other,2,1,4,1161.14609,0,12,30,20241,winston-salem,Minnesota,West North Central,Midwest
1,1000,16000,20000,DebtCon,Other,30.8,1,15,262.165431,1,2,81.378817,21969,new york-city,Connecticut,New England,Northeast
0,1000,269000,187500,DebtCon,Office,37.1,,,268.44466,5,0,144.075106,22758,o'fallon,Minnesota,West North Central,Midwest
0,1000,0,855909,HomeImp,Other,36.8,,3,968.52987,0,34,,21257,new york-city,Connecticut,New England,Northeast
0,1000,1389999.72,278000,DebtCon,,20.2,0,3,1086.075264,1,11,30,21785,dallas/fort worth,Connecticut,New England,Northeast
0,1000,93000,855909,DebtCon,ProfExe,22.2,,15,1065.015684,0,0,98.624783,20298,o'fallon,Wisconsin,East North Central,Midwest
0,1000,214000,20000,DebtCon,,,10,0,816.811928,2,0,201.739177,22530,dallas/fort worth,Texas,West South Central,South
0,100,100000.02,20000,DebtCon,Office,21.3,0,0,727.418927,,0,40,21292,raleigh (research triangle),Minnesota,West North Central,Midwest
0,100,296250,218500,HomeImp,Other,25.3,10,3,380.701357,1,19,76.958031,22332,new york-city,Arizona,Mountain,West
1,46100,,100000,DebtCon,,14.3,1,5,453.527247,1,3,50.000001,20125,springfield,Florida,South Atlantic,South
0,1000,,20000,DebtCon,Other,36,0,1,1038.212976,5,10,102.616006,20185,raleigh (research triangle),Arizona,Mountain,West
1,1000,272250,855909,HomeImp,Office,9.4,10,,79.580632,,49,40,20097,springfield,Louisiana,West South Central,South
0,45200,38800,0,DebtCon,Mgr,26.6,0,0,520.267389,2,15,,22614,new york-city,Missouri,West North Central,Midwest
1,23700,85000,100000,HomeImp,Mgr,11.6,0,0,168.151122,1,6,25,21364,raleigh (research triangle),Georgia,South Atlantic,South
0,100,236250,20000,DebtCon,ProfExe,7.6,2,1,630.661253,0,0,67.14996,20772,st. petersburg,Pennsylvania,Middle Atlantic,Northeast
0,1000,,212500,HomeImp,ProfExe,12,,15,930.686387,5,0,124.505648,21568,boise,Texas,West South Central,South
0,65900,233500,134500,DebtCon,ProfExe,9.4,2,,531.879193,2,11,40,20681,springfield,Massachusetts,New England,Northeast
0,1000,513546.26,855909,DebtCon,,24.2,4,0,723.9568,0,32,53.902159,21491,wilkes-barre/scranton,Illinois,East North Central,Midwest
0,72700,12250,300500,HomeImp,ProfExe,7.2,0,15,740.435596,3,0,29.999999,20821,port  saint  lucie,Massachusetts,New England,Northeast
0,71100,268500,855909,DebtCon,ProfExe,,3,0,337.131798,0,58,19.012751,21398,st. petersburg,Florida,South Atlantic,South
1,1000,149250,262500,HomeImp,ProfExe,39.4,1,0,980.770817,0,0,164.196573,21437,raleigh (research triangle),Tennessee,East South Central,South
0,33700,7750,855909,DebtCon,Office,,1,1,91.744533,17,13,,22729,new york-city,Illinois,East North Central,Midwest
0,100,276000,855909,DebtCon,Office,34.2,,0,589.93636,0,0,39.999999,22139,raleigh (research triangle),Texas,West South Central,South
0,41100,199500,855909,DebtCon,Office,28.2,0,,333.327877,3,,,22414,dallas/fort worth,Minnesota,West North Central,Midwest
1,1000,152000,242000,DebtCon,ProfExe,4.1,0,,708.187381,1,48,22.988792,20767,raleigh (research triangle),Connecticut,New England,Northeast
0,22800,284000,29000,DebtCon,ProfExe,18.9,1,5,454.561701,0,0,111.108774,21902,boise,New York,Middle Atlantic,Northeast
0,1000,12000,20000,DebtCon,Sales,12.8,0,,1080.320373,17,0,,20282,springfield,Wisconsin,East North Central,Midwest
0,1000,83500,397500,HomeImp,Mgr,,0,,418.003173,3,40,115.200286,22743,coeur d'alene,Texas,West South Central,South
0,1000,157000,855909,DebtCon,Other,16.1,10,0,791.866565,5,0,29.999999,21530,raleigh (research triangle),Wisconsin,East North Central,Midwest
0,63800,0,20000,DebtCon,Other,,0,4,814.225154,5,22,9.894613,20753,o'fallon,Oregon,Pacific,West
1,100,100000,20000,DebtCon,,36.3,0,2,1130.607975,0,53,30.000001,20313,dallas/fort worth,Colorado,Mountain,West
0,1000,4279544.14,855909,DebtCon,,14.8,0,2,961.19299,,0,,21150,springfield,Texas,West South Central,South
0,100,513545.4,855909,DebtCon,,33.3,1,15,58.957345,2,0,,20687,winston-salem,Maryland,South Atlantic,South
0,1000,271500,393000,DebtCon,Office,10.6,,0,,3,15,78.751443,22187,wilkes-barre/scranton,Wisconsin,East North Central,Midwest
0,1000,16000.02,20000,DebtCon,Office,18.7,3,,506.867322,1,25,,22040,new york-city,Illinois,East North Central,Midwest
1,100,153000,855909,DebtCon,Self,32.5,0,,167.886171,0,68,39.999999,22352,winston-salem,California,Pacific,West
0,27500,4279545.86,855909,DebtCon,Other,36.9,1,0,754.922844,,8,15.11587,20864,springfield,Georgia,South Atlantic,South
0,43800,,855909,DebtCon,ProfExe,9.6,0,,1077.562025,0,50,40,22265,boise,Oregon,Pacific,West
0,100,38000,59500,HomeImp,Self,20.2,1,3,1078.978645,0,0,111.737018,21459,port  saint  lucie,Oregon,Pacific,West
0,37100,0,352000,HomeImp,Office,23.3,10,3,72.271841,1,7,39.999999,22600,raleigh (research triangle),California,Pacific,West
1,1000,0,20000,HomeImp,,,,0,665.838737,,68,29.999999,22854,st. petersburg,Maryland,South Atlantic,South
1,70600,231750,,HomeImp,Other,6.1,4,0,256.03682,17,20,132.218102,20471,springfield,California,Pacific,West
0,1000,152500,253500,DebtCon,Sales,22.7,,1,1091.498988,1,0,85.998744,22265,wilkes-barre/scranton,Ohio,East North Central,Midwest
1,1000,66750,20000,,,18.9,4,,257.592231,,0,57.263157,22919,o'fallon,New York,Middle Atlantic,Northeast
0,100,33000,20000,DebtCon,Other,11.2,0,0,360.558649,,22,50,22473,port  saint  lucie,Illinois,East North Central,Midwest
1,100,140000,855909,,Other,,0,0,434.239102,1,0,,20576,boise,New York,Middle Atlantic,Northeast
0,1000,82250,855909,DebtCon,ProfExe,32.2,4,1,335.329981,1,41,13.911118,22266,winston-salem,Wisconsin,East North Central,Midwest
0,100,57750,333000,DebtCon,Mgr,6.7,4,,425.973499,1,0,77.407771,21448,st. petersburg,Pennsylvania,Middle Atlantic,Northeast
0,100,280500,20000,DebtCon,,16.6,10,15,615.534786,0,40,44.212731,22996,raleigh (research triangle),Georgia,South Atlantic,South
0,1000,4279544.14,,DebtCon,Other,17.5,1,1,998.947454,1,3,,22103,mc.henry-on/the (lake)  shores,Louisiana,West South Central,South
1,100,86250,,DebtCon,Other,20.1,0,3,356.378314,0,57,30,22080,dallas/fort worth,Pennsylvania,Middle Atlantic,Northeast
0,100,274000,68000,DebtCon,Mgr,38.9,1,15,1156.717174,3,0,50,21185,raleigh (research triangle),Illinois,East North Central,Midwest
0,8500,82000,20000,DebtCon,,23.3,0,1,456.972454,3,,121.805475,21891,winston-salem,Texas,West South Central,South
0,81900,105750,20000,DebtCon,ProfExe,9.1,0,0,235.543265,0,68,,20955,dallas/fort worth,New York,Middle Atlantic,Northeast
1,12500,289000,855909,,,,0,,378.527398,5,41,120.362759,22577,port  saint  lucie,New York,Middle Atlantic,Northeast
0,39500,12500,855909,,Other,3.3,3,0,16.453268,1,0,,21392,mc.henry-on/the (lake)  shores,Maryland,South Atlantic,South
0,100,289000,86500,HomeImp,Other,,,15,1065.581507,0,0,29.999999,22494,wilkes-barre/scranton,Florida,South Atlantic,South
0,9100,158500,,,ProfExe,2.4,1,15,170.998996,1,27,39.999999,21341,coeur d'alene,Colorado,Mountain,West
1,100,684726.34,855909,DebtCon,Office,,4,4,347.76833,0,0,50,21925,coeur d'alene,Georgia,South Atlantic,South
0,1000,125500,,DebtCon,,3.4,10,2,267.193434,3,0,,22702,o'fallon,New York,Middle Atlantic,Northeast
0,100,262500,20000,DebtCon,Other,7.2,1,1,911.006027,0,19,,22075,port  saint  lucie,Connecticut,New England,Northeast
0,100,684726.34,855909,DebtCon,Office,10,0,15,734.706895,17,,50.000001,21250,new york-city,Alabama,East South Central,South
0,100,94000,82500,HomeImp,ProfExe,23.4,0,4,701.566619,5,24,,20612,springfield,Connecticut,New England,Northeast
0,1000,99999.98,20000,HomeImp,Office,20.9,,2,220.469697,17,0,40,20865,raleigh (research triangle),Arizona,Mountain,West
1,9000,0,100000,HomeImp,Sales,4.3,,,16.831218,,26,,21652,springfield,Louisiana,West South Central,South
0,1000,258750,20000,DebtCon,ProfExe,28.5,0,0,,0,46,190.026331,22559,coeur d'alene,Ohio,East North Central,Midwest
0,1000,38000,855909,DebtCon,Other,31,,15,540.099307,1,14,74.816777,20469,o'fallon,Missouri,West North Central,Midwest
0,46500,0,20000,HomeImp,ProfExe,38.2,1,3,1059.71137,5,7,,20303,port  saint  lucie,Missouri,West North Central,Midwest
0,6400,262000,20000,DebtCon,ProfExe,13.9,0,5,136.970248,1,0,,22063,coeur d'alene,Connecticut,New England,Northeast
1,1000,33500,20000,DebtCon,Office,20.5,4,0,427.81918,1,53,,22997,dallas/fort worth,Texas,West South Central,South
0,100,,855909,,Other,27.8,1,3,82.549323,0,0,116.276752,22179,winston-salem,Missouri,West North Central,Midwest
0,100,177750,20000,DebtCon,ProfExe,15.4,0,15,740.762995,1,0,62.045278,20438,mc.henry-on/the (lake)  shores,Wisconsin,East North Central,Midwest
0,1000,,855909,DebtCon,Office,7.5,,0,952.591208,0,0,,20811,st. petersburg,Tennessee,East South Central,South
1,100,684727.2,855909,DebtCon,Other,10.1,1,1,25.081014,1,0,42.133002,20337,springfield,Colorado,Mountain,West
0,100,153300,255500,,ProfExe,39.7,0,15,71.491515,2,0,29.999999,20250,raleigh (research triangle),Missouri,West North Central,Midwest
0,1000,600000,120000,HomeImp,Other,30.5,4,,3.043219,2,0,85.437345,21349,o'fallon,Massachusetts,New England,Northeast
0,1000,178000,20000,,Other,6.7,1,4,511.854315,3,24,79.156476,21382,springfield,Texas,West South Central,South
0,36600,684726.34,855909,HomeImp,,9.6,4,15,430.399821,2,34,50,20556,dallas/fort worth,Wisconsin,East North Central,Midwest
1,100,224500,20000,DebtCon,Other,23.4,0,2,356.796201,1,14,50.000001,21928,springfield,Colorado,Mountain,West
0,1000,99999.98,20000,DebtCon,Other,25.5,1,1,1121.623724,2,0,164.977627,22851,mc.henry-on/the (lake)  shores,Massachusetts,New England,Northeast
0,100,77500,20000,,Other,16.1,4,3,400.560093,0,63,60.298812,22990,dallas/fort worth,Illinois,East North Central,Midwest
0,69500,,,DebtCon,ProfExe,10.7,0,3,,,16,49.999999,22944,dallas/fort worth,Texas,West South Central,South
0,100,4279545,855909,DebtCon,ProfExe,7.5,0,1,288.47158,5,0,120.749439,20455,springfield,Georgia,South Atlantic,South
0,1000,264250,145000,HomeImp,Other,14.7,1,4,932.385833,2,0,8.737465,21221,dallas/fort worth,Louisiana,West South Central,South
0,100,196000,308500,DebtCon,ProfExe,37.5,1,0,39.016061,,0,1.850406,20579,boise,New York,Middle Atlantic,Northeast
1,1000,168399.79,210500,HomeImp,Office,,0,4,865.890165,17,18,50,20967,port  saint  lucie,Arizona,Mountain,West
0,100,167500.03,33500,DebtCon,Self,2.3,4,0,617.358257,1,66,50,20479,mc.henry-on/the (lake)  shores,Texas,West South Central,South
0,100,283750,131500,DebtCon,,2.2,3,5,80.612373,2,0,181.2462,20614,port  saint  lucie,Florida,South Atlantic,South
0,87000,67500,53000,DebtCon,Self,,,2,893.073627,0,50,60.01693,21547,dallas/fort worth,Ohio,East North Central,Midwest
0,100,13250,855909,HomeImp,,23.1,2,1,513.909264,,41,30.000001,21290,raleigh (research triangle),Georgia,South Atlantic,South
0,8400,,20000,DebtCon,Other,0.3,,1,778.728111,1,12,103.057358,22687,wilkes-barre/scranton,Maryland,South Atlantic,South
0,100,787500,157500,,Mgr,11.9,0,1,360.145586,0,0,39.999999,22065,mc.henry-on/the (lake)  shores,Pennsylvania,Middle Atlantic,Northeast
0,100,10000,208500,HomeImp,Other,18.3,10,15,845.073794,17,47,,22966,coeur d'alene,Pennsylvania,Middle Atlantic,Northeast
0,64800,251500,,DebtCon,Office,22.7,0,1,806.226498,17,0,40,20680,,Arizona,Mountain,West
0,1000,81250,855909,HomeImp,Other,22,10,2,175.861327,0,69,30,20097,winston-salem,Colorado,Mountain,West
0,100,252250,855909,DebtCon,Office,35.6,0,,932.913236,,1,141.172372,22719,boise,Georgia,South Atlantic,South
0,34600,282750,44500,DebtCon,ProfExe,27.3,,1,98.16874,17,0,60.486908,20839,springfield,Arizona,Mountain,West
0,1000,684726.34,855909,DebtCon,Sales,14.1,10,1,1131.456624,17,33,32.828752,22707,springfield,Pennsylvania,Middle Atlantic,Northeast
0,100,,126000,DebtCon,Other,27.5,10,1,251.288257,,0,76.815475,21127,springfield,Louisiana,West South Central,South
0,1000,294750,292000,DebtCon,Other,5,,,382.475204,3,0,,22811,springfield,Louisiana,West South Central,South
0,100,99999.98,20000,HomeImp,Other,16.6,2,2,65.03201,0,8,,22164,wilkes-barre/scranton,Missouri,West North Central,Midwest
0,100,257250,855909,DebtCon,,9.3,,2,68.171943,17,7,30,20212,port  saint  lucie,Illinois,East North Central,Midwest
0,100,513546.26,855909,DebtCon,Office,25.3,2,2,476.591192,1,8,50.000001,21167,mc.henry-on/the (lake)  shores,Maryland,South Atlantic,South
1,100,235000,855909,DebtCon,ProfExe,33.6,0,5,,17,0,178.59293,22745,winston-salem,Tennessee,East South Central,South
0,1000,273500,855909,HomeImp,Other,20.8,10,0,277.200989,5,8,149.386627,22846,dallas/fort worth,Ohio,East North Central,Midwest
0,42600,171500,228000,DebtCon,Other,23.1,10,4,1097.028408,1,11,30.804695,21962,boise,Missouri,West North Central,Midwest
0,39400,49600,,DebtCon,Mgr,,1,2,129.678558,1,6,49.999999,21737,port  saint  lucie,New York,Middle Atlantic,Northeast
0,0,80100,100000,DebtCon,Other,,4,2,319.039362,0,40,39.999999,22660,dallas/fort worth,Illinois,East North Central,Midwest
0,14200,291000,20000,DebtCon,Mgr,25.8,0,3,,1,0,,22635,mc.henry-on/the (lake)  shores,Missouri,West North Central,Midwest
0,1000,103500,855909,DebtCon,ProfExe,34.4,0,2,36.617742,5,49,29.999999,22056,springfield,Illinois,East North Central,Midwest
0,37800,223500,855909,DebtCon,Other,21.5,1,15,896.300548,3,0,,22262,winston-salem,Arizona,Mountain,West
0,60700,684727.2,855909,DebtCon,ProfExe,13.5,4,0,1085.89414,5,0,29.999999,20813,new york-city,Massachusetts,New England,Northeast
0,46600,47500,141500,HomeImp,Office,13.8,0,15,62.137256,0,0,50.000001,21222,wilkes-barre/scranton,Colorado,Mountain,West
0,1000,2750,250000,HomeImp,ProfExe,3.7,3,3,366.636886,0,0,29.999999,20413,,Tennessee,East South Central,South
1,1000,291750,235000,DebtCon,ProfExe,36.9,10,1,74.217759,0,0,200.890301,22158,raleigh (research triangle),New York,Middle Atlantic,Northeast
0,21800,684727.2,855909,HomeImp,ProfExe,35.8,2,,475.704424,0,0,30.000001,20109,winston-salem,Minnesota,West North Central,Midwest
0,15600,171250,855909,DebtCon,Other,27.7,0,15,923.315306,5,24,40.000001,21499,new york-city,Pennsylvania,Middle Atlantic,Northeast
1,19100,224000,377000,HomeImp,,28.1,1,4,443.211783,0,68,,20345,boise,California,Pacific,West
0,100,232500.39,387500,DebtCon,Other,12,1,0,583.921946,2,0,49.999999,20147,springfield,Arizona,Mountain,West
0,1000,315199.61,394000,DebtCon,Other,26.4,0,3,453.149973,3,49,57.68567,20513,springfield,California,Pacific,West
0,100,118500,855909,DebtCon,Other,14.2,1,2,,17,2,,22470,st. petersburg,Ohio,East North Central,Midwest
0,100,160400,200500,,Other,18.8,0,4,677.721534,2,20,127.00094,20102,wilkes-barre/scranton,Massachusetts,New England,Northeast
0,45400,162000,376000,DebtCon,Other,10.5,0,0,1167.34815,1,0,202.371941,20285,coeur d'alene,Florida,South Atlantic,South
1,81200,99999.98,20000,DebtCon,Other,,4,0,1041.412932,3,0,91.341389,20398,raleigh (research triangle),Wisconsin,East North Central,Midwest
0,26000,192900,321500,HomeImp,Other,11.2,0,15,,5,46,50.000001,22544,dallas/fort worth,Oregon,Pacific,West
0,19000,85000,100000,DebtCon,Other,11.3,1,2,318.021375,1,46,45,21386,new york-city,Minnesota,West North Central,Midwest
0,1000,4279545,855909,DebtCon,Other,17.4,0,0,437.447522,,0,29.999999,21333,port  saint  lucie,Texas,West South Central,South
1,100,,855909,HomeImp,Self,34,0,1,223.054241,1,44,,21200,boise,Illinois,East North Central,Midwest
0,100,822500.16,164500,DebtCon,ProfExe,12,1,4,875.787718,1,0,,20207,st. petersburg,New York,Middle Atlantic,Northeast
1,100,75750,20000,DebtCon,Other,19.1,0,0,799.009132,0,10,40.000001,20806,springfield,Maryland,South Atlantic,South
0,100,189000,20000,,Other,13,2,2,197.21851,,24,29.222294,22726,mc.henry-on/the (lake)  shores,Alabama,East South Central,South
0,1000,,328000,DebtCon,Other,22.5,,4,683.367397,2,0,50,22074,new york-city,Tennessee,East South Central,South
1,1000,224250,,DebtCon,Office,23.9,4,4,29.395309,1,32,39.999999,22628,raleigh (research triangle),Missouri,West North Central,Midwest
0,1000,,20000,DebtCon,Office,9.5,,4,997.65939,2,0,75.510326,20428,boise,Oregon,Pacific,West
0,58300,0,20000,DebtCon,Other,32.9,0,15,186.545683,2,0,30.000001,21963,port  saint  lucie,Connecticut,New England,Northeast
0,100,139750,20000,DebtCon,Other,2.5,0,0,,1,0,165.055463,21417,springfield,Wisconsin,East North Central,Midwest
0,1000,513544.54,855909,DebtCon,Sales,11.9,10,0,379.954704,3,14,9.274637,20880,mc.henry-on/the (lake)  shores,New York,Middle Atlantic,Northeast
0,1000,208399.74,260500,DebtCon,Other,,4,1,916.615329,5,0,114.822314,21857,springfield,Maryland,South Atlantic,South
1,41400,38300,0,DebtCon,,,1,2,188.375919,1,3,49.999999,20769,new york-city,Massachusetts,New England,Northeast
0,100,76750,20000,HomeImp,Other,6.9,3,2,,0,0,,22110,st. petersburg,Alabama,East South Central,South
0,1000,157000,855909,HomeImp,Mgr,33.4,0,0,246.799073,1,39,110.891489,20371,winston-salem,Oregon,Pacific,West
0,1000,1172500,234500,,Other,36.8,1,5,94.092009,2,25,49.999999,20668,winston-salem,Maryland,South Atlantic,South
0,16100,12000.02,20000,,Mgr,,1,3,,3,0,50.89984,20258,dallas/fort worth,Minnesota,West North Central,Midwest
0,100,11999.98,20000,HomeImp,Other,,,15,31.848804,1,62,178.809584,21061,port  saint  lucie,Illinois,East North Central,Midwest
0,1000,262000,855909,DebtCon,ProfExe,6.8,0,5,1130.234041,,0,30,20302,springfield,Georgia,South Atlantic,South
0,40100,513544.54,855909,HomeImp,Mgr,2,0,1,502.252964,1,0,91.994287,20434,springfield,Oregon,Pacific,West
0,100,179000,20000,DebtCon,ProfExe,18,10,,696.408039,2,0,49.999999,22087,dallas/fort worth,Tennessee,East South Central,South
0,49200,156500,855909,DebtCon,Other,34.4,1,1,772.456106,0,0,98.04656,22896,dallas/fort worth,Alabama,East South Central,South
0,1000,4279545,855909,HomeImp,Other,12.9,0,,699.609044,,0,40.000001,20924,new york-city,Georgia,South Atlantic,South
1,100,,20000,HomeImp,Other,31.4,2,0,1142.185482,5,0,50,21435,springfield,Arizona,Mountain,West
0,1000,42500,90000,DebtCon,ProfExe,24.2,,4,1077.253893,2,51,30,20478,raleigh (research triangle),Missouri,West North Central,Midwest
0,2000,148750,855909,DebtCon,ProfExe,36.2,4,0,1085.239992,3,32,131.960959,20987,st. petersburg,Maryland,South Atlantic,South
0,1000,219250,57500,DebtCon,ProfExe,39.4,3,3,638.334096,3,0,68.642505,21468,o'fallon,Missouri,West North Central,Midwest
0,100,22250,152000,,Sales,20.4,1,,1045.293399,3,30,133.589537,22644,o'fallon,Arizona,Mountain,West
0,1000,26250,346500,DebtCon,Other,32.2,4,0,474.459172,0,0,49.999999,20296,springfield,Massachusetts,New England,Northeast
0,100,684727.2,855909,DebtCon,Other,35.6,,0,665.492705,5,0,186.660586,22771,springfield,Wisconsin,East North Central,Midwest
0,53200,238000,855909,HomeImp,Other,17,2,15,348.880924,1,28,30.000001,22661,port  saint  lucie,Alabama,East South Central,South
0,100,133250,20000,,Sales,3.2,2,,864.664864,0,54,197.661194,22726,boise,Pennsylvania,Middle Atlantic,Northeast
1,1000,12000.02,20000,DebtCon,Other,31.2,2,0,56.91625,3,0,81.296577,22475,new york-city,Texas,West South Central,South
1,41200,100000.02,20000,DebtCon,ProfExe,14,10,0,932.117983,3,56,33.439836,20852,mc.henry-on/the (lake)  shores,California,Pacific,West
0,1000,27000,855909,DebtCon,ProfExe,15.8,10,1,464.844007,0,0,,22948,winston-salem,New York,Middle Atlantic,Northeast
0,100,233750,20000,HomeImp,ProfExe,17.2,4,2,137.218324,0,49,134.915245,22343,st. petersburg,Arizona,Mountain,West
0,11700,0,20000,HomeImp,Other,16.6,1,0,928.482657,1,0,40.000001,22121,mc.henry-on/the (lake)  shores,Illinois,East North Central,Midwest
1,1000,513546.26,855909,HomeImp,Other,39.2,1,0,247.066843,1,24,24.301828,20797,o'fallon,Tennessee,East South Central,South
1,1000,140500,178500,DebtCon,Office,40.8,3,1,237.393948,17,68,49.999999,22507,raleigh (research triangle),New York,Middle Atlantic,Northeast
0,25900,98800.12,123500,DebtCon,Other,0.3,3,5,,1,0,28.28844,22209,dallas/fort worth,Maryland,South Atlantic,South
0,1000,0,855909,DebtCon,ProfExe,21.4,1,0,1093.16768,1,,40,20870,springfield,Minnesota,West North Central,Midwest
1,53800,,855909,,Office,21.2,2,1,652.250665,,16,30.000001,21137,springfield,Missouri,West North Central,Midwest
1,1000,12000.02,20000,,Other,10.1,10,15,139.094596,2,36,3.031158,22050,springfield,Maryland,South Atlantic,South
0,1000,,855909,HomeImp,,9.4,1,2,348.15879,17,0,135.029618,20507,port  saint  lucie,Maryland,South Atlantic,South
0,1000,513544.54,855909,DebtCon,Other,31.7,,2,945.855184,,,84.390974,22925,o'fallon,Arizona,Mountain,West
,29000,69200,100000,DebtCon,Office,5.3,1,1,287.761687,2,17,39.999999,21989,springfield,Ohio,East North Central,Midwest
0,100,204000,255000,HomeImp,ProfExe,0.9,3,1,612.699553,5,0,10.949677,20330,dallas/fort worth,Oregon,Pacific,West
0,100,101250,855909,DebtCon,Other,16.4,10,3,455.51728,0,0,122.720971,22489,mc.henry-on/the (lake)  shores,Georgia,South Atlantic,South
0,100,156000,855909,DebtCon,ProfExe,22.9,,1,396.114764,1,19,29.999999,21842,st. petersburg,Illinois,East North Central,Midwest
1,3700,255500,170500,DebtCon,Other,4.4,1,0,1050.42306,2,7,39.999999,21842,o'fallon,Missouri,West North Central,Midwest
1,57700,49250,372500,HomeImp,Other,31.4,0,0,1110.350432,5,23,,20329,winston-salem,Florida,South Atlantic,South
0,1000,684728.06,855909,DebtCon,Mgr,1.8,0,,1121.477546,,0,,22456,st. petersburg,Georgia,South Atlantic,South
1,1000,276000,855909,DebtCon,Office,0.8,,0,971.961875,3,55,50,20219,new york-city,Wisconsin,East North Central,Midwest
1,42800,4279545,,DebtCon,Other,39.6,1,0,726.70505,2,0,74.781325,22123,new york-city,Oregon,Pacific,West
0,1000,12000.02,20000,DebtCon,,12.8,2,15,510.283331,2,0,,22104,mc.henry-on/the (lake)  shores,Louisiana,West South Central,South
0,1000,175250,855909,DebtCon,Mgr,36.4,0,0,1059.887257,,0,178.475572,20270,springfield,Massachusetts,New England,Northeast
0,1000,,246000,DebtCon,Other,,0,0,298.018388,3,55,,21779,raleigh (research triangle),Wisconsin,East North Central,Midwest
0,1200,,855909,DebtCon,Other,38.4,0,0,690.05799,,0,111.013396,20558,st. petersburg,Missouri,West North Central,Midwest
0,1000,66750,20000,DebtCon,Mgr,20.6,1,,226.200276,0,6,39.999999,21475,new york-city,Oregon,Pacific,West
0,100,,77000,DebtCon,Other,38,2,,431.344827,,63,150.038285,20262,boise,Pennsylvania,Middle Atlantic,Northeast
0,100,0,,,Office,20.6,1,1,855.698103,1,24,173.365042,22983,,Florida,South Atlantic,South
0,1000,,855909,DebtCon,Other,5.4,3,0,882.746905,0,0,171.591694,20704,port  saint  lucie,Pennsylvania,Middle Atlantic,Northeast
0,6000,160500,349500,DebtCon,Other,11.7,,4,236.899997,2,25,,21950,boise,Florida,South Atlantic,South
0,100,,20000,DebtCon,Other,29,0,1,146.215789,1,0,30,20595,springfield,Missouri,West North Central,Midwest
